Name,Value,DOB,Season,Competition,Club ID#,PPG,Goals,Assists,Minutes,Age,Yellow Cards,Double Yellow,Red Card,Goal Contribution
Gonçalo Guedes,36.00,"Nov 29, 1996",2016,Allianz Cup,2,3.00,2,0,180',20,0,0,0,2.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2016,Champions League,6,1.33,2,1,422',20,0,0,0,3.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2016,Coupe de France,4,3.00,0,0,146',20,0,0,0,0.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2016,Liga NOS,16,2.44,2,3,1.198',20,1,0,0,5.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2016,Ligue 1,7,2.71,0,1,138',20,0,0,0,1.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2016,Supertaça,-,-,0,0,0,20,0,0,0,0.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2016,Taça de Portugal Placard,4,3.00,1,3,199',20,0,0,0,4.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2017,Copa del Rey,5,2.00,1,0,282',21,2,0,0,1.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2017,LaLiga,33,2.00,5,11,2.437',21,2,0,0,16.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2017,Ligue 1,1,3.00,0,0,4',21,0,0,0,0.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2017,Trophée des Champions,1,3.00,0,0,4',21,0,0,0,0.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2018,Champions League,4,1.00,0,0,317',22,1,0,0,0.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2018,Copa del Rey,2,3.00,0,0,180',22,0,0,0,0.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2018,Europa League,8,2.00,3,1,506',22,1,0,0,4.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2018,LaLiga,25,1.76,5,3,1.468',22,2,0,0,8.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2019,Champions League,3,000,0,0,198',23,0,0,0,0.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2019,Copa del Rey,1,000,0,0,22',23,0,0,0,0.0
Gonçalo Guedes,36.00,"Nov 29, 1996",2019,LaLiga,21,1.05,2,2,1.266',23,3,0,0,4.0
Federico Bernardeschi,36.00,"Feb 16, 1994",2013,Primavera C,1,3.00,2,0,90',19,0,0,0,2.0
Federico Bernardeschi,36.00,"Feb 16, 1994",2013,Serie B,38,1.66,12,7,2.452',19,9,0,0,19.0
Federico Bernardeschi,36.00,"Feb 16, 1994",2013,Serie B Play-off,1,000,0,0,85',19,0,0,0,0.0
Federico Bernardeschi,36.00,"Feb 16, 1994",2014,Europa League,3,3.00,2,0,166',20,0,0,0,2.0
Federico Bernardeschi,36.00,"Feb 16, 1994",2014,Primavera A,2,3.00,0,0,95',20,0,0,0,0.0
Federico Bernardeschi,36.00,"Feb 16, 1994",2014,Serie A,7,1.71,1,2,212',20,2,0,0,3.0
Federico Bernardeschi,36.00,"Feb 16, 1994",2015,Coppa Italia,1,000,0,0,90',21,0,0,0,0.0
Federico Bernardeschi,36.00,"Feb 16, 1994",2015,Europa League,7,1.57,4,0,470',21,0,0,0,4.0
Federico Bernardeschi,36.00,"Feb 16, 1994",2015,Serie A,33,1.64,2,5,2.274',21,6,0,0,7.0
Federico Bernardeschi,36.00,"Feb 16, 1994",2016,Coppa Italia,2,1.50,1,0,165',22,0,0,0,1.0
Federico Bernardeschi,36.00,"Feb 16, 1994",2016,Europa League,8,2.00,2,1,409',22,2,0,0,3.0
Federico Bernardeschi,36.00,"Feb 16, 1994",2016,Serie A,32,1.56,11,4,2.277',22,5,0,1,15.0
Federico Bernardeschi,36.00,"Feb 16, 1994",2017,Champions League,5,1.60,1,1,136',23,0,0,0,2.0
Federico Bernardeschi,36.00,"Feb 16, 1994",2017,Coppa Italia,3,3.00,0,0,129',23,0,0,0,0.0
Federico Bernardeschi,36.00,"Feb 16, 1994",2017,Serie A,22,2.45,4,5,821',23,4,0,0,9.0
Federico Bernardeschi,36.00,"Feb 16, 1994",2017,Supercoppa Italiana,1,000,0,0,18',23,0,0,0,0.0
Cédric Bakambu,36.00,"Apr 11, 1991",2010,Coupe de France,2,1.50,0,0,47',19,1,0,0,0.0
Cédric Bakambu,36.00,"Apr 11, 1991",2010,Ligue 1,9,1.33,0,0,150',19,0,0,0,0.0
Cédric Bakambu,36.00,"Apr 11, 1991",2011,Coupe de France,1,000,0,0,16',20,1,0,0,0.0
Cédric Bakambu,36.00,"Apr 11, 1991",2011,Coupe de la Ligue,1,000,0,0,74',20,0,0,0,0.0
Cédric Bakambu,36.00,"Apr 11, 1991",2011,Ligue 1,21,0.90,3,0,862',20,0,0,0,3.0
Cédric Bakambu,36.00,"Apr 11, 1991",2012,Coupe de France,3,2.00,1,0,136',21,0,0,0,1.0
Cédric Bakambu,36.00,"Apr 11, 1991",2012,Coupe de la Ligue,2,1.50,2,0,114',21,0,0,0,2.0
Cédric Bakambu,36.00,"Apr 11, 1991",2012,Ligue 1,33,0.97,8,1,2.302',21,4,0,0,9.0
Cédric Bakambu,36.00,"Apr 11, 1991",2013,Coupe de France,2,1.50,0,0,150',22,0,0,0,0.0
Cédric Bakambu,36.00,"Apr 11, 1991",2013,Coupe de la Ligue,2,1.50,0,0,210',22,0,0,0,0.0
Cédric Bakambu,36.00,"Apr 11, 1991",2013,Ligue 1,31,0.94,7,2,2.022',22,3,1,0,9.0
Cédric Bakambu,36.00,"Apr 11, 1991",2014,Süper Lig,27,1.63,13,5,1.839',23,4,0,0,18.0
Cédric Bakambu,36.00,"Apr 11, 1991",2014,Türkiye Kupasi,12,1.83,8,2,916',23,0,0,0,10.0
Paulo Dybala,36.00,"Nov 15, 1993",2012,Coppa Italia,1.0,0.0,0,0,32',19,0,0,0,0.0
Paulo Dybala,36.00,"Nov 15, 1993",2012,Serie A,27.0,0.78,3,0,1.251',19,2,0,0,3.0
Paulo Dybala,36.00,"Nov 15, 1993",2013,Coppa Italia,2.0,1.5,0,0,175',20,0,0,0,0.0
Paulo Dybala,36.00,"Nov 15, 1993",2013,Serie B,28.0,2.21,5,6,1.937',20,4,0,0,11.0
Paulo Dybala,36.00,"Nov 15, 1993",2014,Coppa Italia,1.0,0.0,0,0,90',21,0,0,0,0.0
Paulo Dybala,36.00,"Nov 15, 1993",2014,Serie A,34.0,1.26,13,10,2.964',21,3,0,0,23.0
Paulo Dybala,36.00,"Nov 15, 1993",2015,Champions League,7.0,1.71,1,0,419',22,1,0,0,1.0
Paulo Dybala,36.00,"Nov 15, 1993",2015,Coppa Italia,4.0,3.0,2,0,199',22,1,0,0,2.0
Paulo Dybala,36.00,"Nov 15, 1993",2015,Serie A,34.0,2.32,19,7,2.463',22,1,0,0,26.0
Paulo Dybala,36.00,"Nov 15, 1993",2015,Supercoppa Italiana,1.0,3.0,1,0,28',22,0,0,0,1.0
Paulo Dybala,36.00,"Nov 15, 1993",2016,Champions League,11.0,2.36,4,0,797',23,1,0,0,4.0
Paulo Dybala,36.00,"Nov 15, 1993",2016,Coppa Italia,5.0,2.4,4,1,367',23,0,0,0,5.0
Paulo Dybala,36.00,"Nov 15, 1993",2016,Serie A,31.0,2.35,11,7,2.153',23,2,0,0,18.0
Paulo Dybala,36.00,"Nov 15, 1993",2016,Supercoppa Italiana,1.0,0.0,0,0,53',23,0,0,0,0.0
Lucas Moura,36.00,"Aug 13, 1992",2012,Champions League,4,1.50,0,1,316',20,0,0,0,1.0
Lucas Moura,36.00,"Aug 13, 1992",2012,Coupe de France,1,3.00,0,0,14',20,0,0,0,0.0
Lucas Moura,36.00,"Aug 13, 1992",2012,Ligue 1,10,2.50,0,5,738',20,1,0,0,5.0
Lucas Moura,36.00,"Aug 13, 1992",2013,Champions League,10,2.20,0,1,494',21,1,0,0,1.0
Lucas Moura,36.00,"Aug 13, 1992",2013,Coupe de France,2,1.50,0,0,117',21,0,0,0,0.0
Lucas Moura,36.00,"Aug 13, 1992",2013,Coupe de la Ligue,4,3.00,0,2,340',21,0,0,0,2.0
Lucas Moura,36.00,"Aug 13, 1992",2013,Ligue 1,36,2.31,5,13,1.929',21,2,0,0,18.0
Lucas Moura,36.00,"Aug 13, 1992",2013,Trophée des Champions,1,3.00,0,1,90',21,0,0,0,1.0
Lucas Moura,36.00,"Aug 13, 1992",2014,Champions League,8,1.63,0,1,506',22,0,0,0,1.0
Lucas Moura,36.00,"Aug 13, 1992",2014,Coupe de France,4,3.00,1,0,203',22,0,0,0,1.0
Lucas Moura,36.00,"Aug 13, 1992",2014,Coupe de la Ligue,4,3.00,0,3,270',22,2,0,0,3.0
Lucas Moura,36.00,"Aug 13, 1992",2014,Ligue 1,29,2.10,7,6,1.899',22,2,0,0,13.0
Lucas Moura,36.00,"Aug 13, 1992",2014,Trophée des Champions,1,3.00,0,0,4',22,0,0,0,0.0
Lucas Moura,36.00,"Aug 13, 1992",2015,Champions League,9,1.89,2,0,366',23,1,0,0,2.0
Lucas Moura,36.00,"Aug 13, 1992",2015,Coupe de France,6,3.00,1,1,187',23,0,0,0,2.0
Lucas Moura,36.00,"Aug 13, 1992",2015,Coupe de la Ligue,4,3.00,1,0,207',23,1,0,0,1.0
Lucas Moura,36.00,"Aug 13, 1992",2015,Ligue 1,36,2.50,9,4,2.327',23,3,0,0,13.0
Lucas Moura,36.00,"Aug 13, 1992",2015,Trophée des Champions,1,3.00,0,0,82',23,0,0,0,0.0
Lucas Moura,36.00,"Aug 13, 1992",2011,Copa Sudamericana,3,1.00,1,1,240',19,0,0,0,2.0
Lucas Moura,36.00,"Aug 13, 1992",2011,Série A,28,1.64,9,4,2.367',19,6,1,0,13.0
Lucas Moura,36.00,"Aug 13, 1992",2012,Copa Sudamericana,9,1.89,2,3,756',20,1,0,0,5.0
Lucas Moura,36.00,"Aug 13, 1992",2012,Série A,21,1.95,6,7,1.814',20,4,0,0,13.0
Sergio Agüero,36.00,"Jun 2, 1988",2007,Copa del Rey,4,1.25,2,0,250',19,0,0,0,2.0
Sergio Agüero,36.00,"Jun 2, 1988",2007,LaLiga,37,1.73,19,8,2.934',19,8,1,1,27.0
Sergio Agüero,36.00,"Jun 2, 1988",2007,UEFA Cup,7,2.29,5,3,396',19,0,0,1,8.0
Sergio Agüero,36.00,"Jun 2, 1988",2007,UEFA-Cup Qualifikation,1,3.00,1,1,75',19,0,0,0,2.0
Sergio Agüero,36.00,"Jun 2, 1988",2007,UI Cup,1,3.00,0,0,89',19,0,0,0,0.0
Sergio Agüero,36.00,"Jun 2, 1988",2008,Champions League,8,1.75,3,1,482',20,1,0,0,4.0
Sergio Agüero,36.00,"Jun 2, 1988",2008,Champions League Qualifying,1,3.00,1,2,87',20,0,0,0,3.0
Sergio Agüero,36.00,"Jun 2, 1988",2008,Copa del Rey,1,000,0,0,72',20,0,0,0,0.0
Sergio Agüero,36.00,"Jun 2, 1988",2008,LaLiga,37,1.78,17,12,2.948',20,3,0,0,29.0
Sergio Agüero,36.00,"Jun 2, 1988",2009,Champions League,6,0.50,2,0,444',21,1,0,0,2.0
Sergio Agüero,36.00,"Jun 2, 1988",2009,Champions League Qualifying,2,3.00,2,0,165',21,0,0,0,2.0
Sergio Agüero,36.00,"Jun 2, 1988",2009,Copa del Rey,7,1.86,1,4,523',21,0,0,0,5.0
Sergio Agüero,36.00,"Jun 2, 1988",2009,Europa League,8,1.38,2,3,721',21,2,0,0,5.0
Sergio Agüero,36.00,"Jun 2, 1988",2009,LaLiga,31,1.26,12,5,2.196',21,6,0,0,17.0
Sergio Agüero,36.00,"Jun 2, 1988",2010,Copa del Rey,4,1.75,3,1,340',22,1,0,0,4.0
Sergio Agüero,36.00,"Jun 2, 1988",2010,Europa League,4,1.75,3,1,266',22,1,0,0,4.0
Sergio Agüero,36.00,"Jun 2, 1988",2010,LaLiga,32,1.50,20,4,2.670',22,5,0,0,24.0
Sergio Agüero,36.00,"Jun 2, 1988",2010,UEFA Super Cup,1,3.00,1,1,90',22,0,0,0,2.0
Sergio Agüero,36.00,"Jun 2, 1988",2011,Champions League,6,1.67,1,0,323',23,1,0,0,1.0
Sergio Agüero,36.00,"Jun 2, 1988",2011,Community Shield,-,-,0,0,0,23,0,0,0,0.0
Sergio Agüero,36.00,"Jun 2, 1988",2011,Europa League,4,2.25,4,2,272',23,0,0,0,6.0
Sergio Agüero,36.00,"Jun 2, 1988",2011,FA Cup,1,000,1,0,90',23,0,0,0,1.0
Sergio Agüero,36.00,"Jun 2, 1988",2011,League Cup,3,1.33,1,0,192',23,0,0,0,1.0
Sergio Agüero,36.00,"Jun 2, 1988",2011,Premier League,34,2.38,23,10,2.594',23,2,0,0,33.0
David Villa,36.00,"Dec 3, 1981",2001,2ª División,5,1.60,4,0,430',20,0,0,0,4.0
David Villa,36.00,"Dec 3, 1981",2003,Copa del Rey,8,2.00,4,0,648',22,1,0,0,4.0
David Villa,36.00,"Dec 3, 1981",2003,LaLiga,38,1.18,17,1,3.304',22,3,0,0,18.0
David Villa,36.00,"Dec 3, 1981",2004,Copa del Rey,1,000,0,0,90',23,0,0,0,0.0
David Villa,36.00,"Dec 3, 1981",2004,LaLiga,35,1.40,15,1,2.810',23,9,0,0,16.0
David Villa,36.00,"Dec 3, 1981",2004,Supercopa,2,1.50,0,1,146',23,0,0,0,1.0
David Villa,36.00,"Dec 3, 1981",2004,UEFA Cup,10,2.10,2,1,821',23,0,0,0,3.0
Marc Overmars,36.00,"Mar 29, 1973",1992,KNVB Beker,5.0,3.0,4,1,480',19,0,0,0,5.0
Marc Overmars,36.00,"Mar 29, 1973",1992,PTT Telecomp.,33.0,2.06,3,6,2.970',19,0,0,0,9.0
Marc Overmars,36.00,"Mar 29, 1973",1992,UEFA Cup,8.0,2.63,1,2,715',19,1,0,0,3.0
Marc Overmars,36.00,"Mar 29, 1973",1993,Cup Winners' Cup,5.0,1.4,0,1,354',20,0,0,0,1.0
Marc Overmars,36.00,"Mar 29, 1973",1993,Johan Cruijff Schaal,1.0,3.0,1,0,85',20,0,0,0,1.0
Marc Overmars,36.00,"Mar 29, 1973",1993,KNVB Beker,4.0,2.25,0,0,342',20,0,0,0,0.0
Marc Overmars,36.00,"Mar 29, 1973",1993,PTT Telecomp.,33.0,2.42,12,8,2.821',20,0,0,0,20.0
Marc Overmars,36.00,"Mar 29, 1973",1994,Champions League,11.0,2.27,1,2,782',21,1,0,0,3.0
Marc Overmars,36.00,"Mar 29, 1973",1994,KNVB Beker,3.0,2.0,0,1,300',21,0,0,0,1.0
Marc Overmars,36.00,"Mar 29, 1973",1994,PTT Telecomp.,28.0,2.5,8,10,2.036',21,0,0,0,18.0
Marc Overmars,36.00,"Mar 29, 1973",1995,Champions League,6.0,2.67,2,2,524',22,1,0,0,4.0
Marc Overmars,36.00,"Mar 29, 1973",1995,Intercontinental Cup,1.0,3.0,0,0,67',22,0,0,0,0.0
Marc Overmars,36.00,"Mar 29, 1973",1995,Johan Cruijff Schaal,1.0,3.0,0,0,120',22,0,0,0,0.0
Marc Overmars,36.00,"Mar 29, 1973",1995,PTT Telecomp.,15.0,2.87,10,5,1.271',22,1,0,0,15.0
Marc Overmars,36.00,"Mar 29, 1973",1996,Amstel Cup,1.0,0.0,0,0,68',23,0,0,0,0.0
Marc Overmars,36.00,"Mar 29, 1973",1996,Champions League,10.0,1.6,0,1,891',23,0,0,0,1.0
Marc Overmars,36.00,"Mar 29, 1973",1996,PTT Telecomp.,25.0,1.68,2,2,2.023',23,0,0,0,4.0
Richarlison,35.28,"May 10, 1997",2017,EFL Cup,1.0,0.0,0,0,90',20,0,0,0,0.0
Richarlison,35.28,"May 10, 1997",2017,FA Cup,2.0,1.5,0,0,111',20,0,0,0,0.0
Richarlison,35.28,"May 10, 1997",2017,Premier League,38.0,1.08,5,5,2.827',20,4,0,0,10.0
Richarlison,35.28,"May 10, 1997",2018,EFL Cup,1.0,0.0,0,0,30',21,0,0,0,0.0
Richarlison,35.28,"May 10, 1997",2018,FA Cup,2.0,1.5,1,0,100',21,0,0,0,1.0
Richarlison,35.28,"May 10, 1997",2018,Premier League,35.0,1.49,13,2,2.679',21,5,0,1,15.0
Richarlison,35.28,"May 10, 1997",2019,EFL Cup,4.0,2.25,2,1,331',22,1,0,0,3.0
Richarlison,35.28,"May 10, 1997",2019,FA Cup,1.0,0.0,0,0,90',22,0,0,0,0.0
Richarlison,35.28,"May 10, 1997",2019,Premier League,36.0,1.31,13,3,3.080',22,8,0,0,16.0
Richarlison,35.28,"May 10, 1997",2020,EFL Cup,2.0,3.0,3,0,137',23,0,0,0,3.0
Richarlison,35.28,"May 10, 1997",2020,Premier League,6.0,2.67,1,2,461',23,1,0,1,3.0
Richarlison,35.28,"May 10, 1997",2016,Série A,28.0,1.21,4,1,1.573',19,2,0,0,5.0
Richarlison,35.28,"May 10, 1997",2017,Copa Sudamericana,4.0,2.25,2,1,360',20,1,0,0,3.0
Richarlison,35.28,"May 10, 1997",2017,Série A,14.0,1.43,5,5,1.231',20,4,0,0,10.0
Michy Batshuayi,35.10,"Oct 2, 1993",2012,Beker van Belgie,2,1.50,0,0,102',19,0,0,1,0.0
Michy Batshuayi,35.10,"Oct 2, 1993",2012,JPL Playoff I,10,1.70,4,1,624',19,1,0,0,5.0
Michy Batshuayi,35.10,"Oct 2, 1993",2012,Jupiler Pro League,22,1.68,7,4,1.433',19,1,0,0,11.0
Michy Batshuayi,35.10,"Oct 2, 1993",2012,Jupiler Pro League playoff Europa League,2,1.50,1,0,149',19,0,0,0,1.0
Michy Batshuayi,35.10,"Oct 2, 1993",2013,Beker van Belgie,1,000,0,0,90',20,0,0,0,0.0
Michy Batshuayi,35.10,"Oct 2, 1993",2013,Europa League,6,0.67,1,1,366',20,2,0,0,2.0
Michy Batshuayi,35.10,"Oct 2, 1993",2013,Europa League Qualifying,4,3.00,1,2,265',20,0,0,0,3.0
Michy Batshuayi,35.10,"Oct 2, 1993",2013,JPL Playoff I,9,1.33,3,2,733',20,0,0,0,5.0
Michy Batshuayi,35.10,"Oct 2, 1993",2013,Jupiler Pro League,29,2.31,18,3,2.310',20,6,0,0,21.0
Michy Batshuayi,35.10,"Oct 2, 1993",2014,Coupe de France,1,000,0,0,120',21,0,0,0,0.0
Michy Batshuayi,35.10,"Oct 2, 1993",2014,Coupe de la Ligue,1,000,1,0,90',21,0,0,0,1.0
Michy Batshuayi,35.10,"Oct 2, 1993",2014,Ligue 1,26,1.54,9,0,897',21,1,0,0,9.0
Michy Batshuayi,35.10,"Oct 2, 1993",2015,Coupe de France,5,2.40,2,0,477',22,0,0,0,2.0
Michy Batshuayi,35.10,"Oct 2, 1993",2015,Coupe de la Ligue,2,1.50,0,1,183',22,0,0,0,1.0
Michy Batshuayi,35.10,"Oct 2, 1993",2015,Europa League,7,1.43,4,0,553',22,1,0,0,4.0
Michy Batshuayi,35.10,"Oct 2, 1993",2015,Ligue 1,36,1.22,17,9,2.937',22,7,0,0,26.0
Michy Batshuayi,35.10,"Oct 2, 1993",2016,EFL Cup,3,2.00,2,0,224',23,0,0,0,2.0
Michy Batshuayi,35.10,"Oct 2, 1993",2016,FA Cup,5,2.40,2,2,243',23,0,0,0,4.0
Michy Batshuayi,35.10,"Oct 2, 1993",2016,Premier League,20,2.25,5,1,235',23,0,0,0,6.0
Michy Batshuayi,35.10,"Oct 2, 1993",2016,Premier League 2,1,3.00,2,0,90',23,0,0,0,2.0
Didier Drogba,34.65,"Mar 11, 1978",2000,Coupe de France,1,000,0,0,57',22,0,0,0,0.0
Didier Drogba,34.65,"Mar 11, 1978",2000,Ligue 2,11,1.27,0,0,351',22,0,0,0,0.0
Didier Drogba,34.65,"Mar 11, 1978",2001,Coupe de France,1,000,1,0,68',23,1,0,0,1.0
Didier Drogba,34.65,"Mar 11, 1978",2001,Coupe de la Ligue,2,1.50,1,0,119',23,0,0,0,1.0
Didier Drogba,34.65,"Mar 11, 1978",2001,Ligue 1,11,1.18,3,1,806',23,4,0,0,4.0
Didier Drogba,34.65,"Mar 11, 1978",2001,Ligue 2,21,1.48,5,0,871',23,1,0,0,5.0
Didier Drogba,34.65,"Mar 11, 1978",1998,Ligue 2,2,1.50,0,0,45',20,0,0,0,0.0
Didier Drogba,34.65,"Mar 11, 1978",1999,Coupe de la Ligue,2,1.50,0,0,70',21,0,0,0,0.0
Didier Drogba,34.65,"Mar 11, 1978",1999,Ligue 2,30,1.20,7,1,1.454',21,5,0,0,8.0
Hirving Lozano,34.20,"Jul 30, 1995",2014,CONCACAF Champions League,5.0,1.6,1,3,312',19,1,0,0,4.0
Hirving Lozano,34.20,"Jul 30, 1995",2014,Liga MX Apertura,17.0,1.47,4,3,1.388',19,1,0,0,7.0
Hirving Lozano,34.20,"Jul 30, 1995",2014,Liga MX Clausura,14.0,1.57,4,0,1.157',19,1,0,0,4.0
Hirving Lozano,34.20,"Jul 30, 1995",2014,Liguilla Apertura,2.0,1.0,0,0,180',19,0,0,0,0.0
Hirving Lozano,34.20,"Jul 30, 1995",2014,Liguilla Clausura,2.0,3.0,0,1,180',19,0,0,0,1.0
Hirving Lozano,34.20,"Jul 30, 1995",2015,Copa MX Apertura,3.0,0.33,0,0,162',20,0,0,0,0.0
Hirving Lozano,34.20,"Jul 30, 1995",2015,Copa MX Clausura,4.0,1.0,0,0,172',20,1,0,0,0.0
Hirving Lozano,34.20,"Jul 30, 1995",2015,Liga MX Apertura,17.0,1.24,4,4,1.498',20,3,0,0,8.0
Hirving Lozano,34.20,"Jul 30, 1995",2015,Liga MX Clausura,17.0,1.76,6,5,1.512',20,3,0,1,11.0
Hirving Lozano,34.20,"Jul 30, 1995",2015,Liguilla Clausura,6.0,2.0,2,1,540',20,0,0,0,3.0
Hirving Lozano,34.20,"Jul 30, 1995",2016,CONCACAF Champions League,8.0,2.25,8,2,673',21,0,0,0,10.0
Hirving Lozano,34.20,"Jul 30, 1995",2016,Liga MX Apertura,13.0,1.92,7,5,1.021',21,3,1,1,12.0
Hirving Lozano,34.20,"Jul 30, 1995",2016,Liga MX Clausura,14.0,1.57,3,0,1.106',21,6,0,1,3.0
Hirving Lozano,34.20,"Jul 30, 1995",2016,Liguilla Apertura,2.0,0.5,0,0,180',21,0,0,0,0.0
Hirving Lozano,34.20,"Jul 30, 1995",2017,Eredivisie,29.0,2.45,17,11,2.349',22,4,0,2,28.0
Hirving Lozano,34.20,"Jul 30, 1995",2017,Europa League Qualifying,2.0,0.0,0,0,118',22,0,0,0,0.0
Hirving Lozano,34.20,"Jul 30, 1995",2017,TOTO KNVB beker,3.0,2.0,2,0,300',22,0,0,0,2.0
Hirving Lozano,34.20,"Jul 30, 1995",2018,Champions League,6.0,0.33,2,1,540',23,1,0,0,3.0
Hirving Lozano,34.20,"Jul 30, 1995",2018,Champions League Qualifying,2.0,3.0,2,0,177',23,1,0,0,2.0
Hirving Lozano,34.20,"Jul 30, 1995",2018,Eredivisie,30.0,2.47,17,11,2.473',23,4,0,0,28.0
Hirving Lozano,34.20,"Jul 30, 1995",2018,Johan Cruijff Schaal,1.0,0.0,0,0,61',23,0,0,0,0.0
Hirving Lozano,34.20,"Jul 30, 1995",2018,TOTO KNVB beker,1.0,0.0,0,0,22',23,1,0,0,0.0
Hirving Lozano,34.20,"Jul 30, 1995",2016,Campeón de Campeones,1.0,0.0,0,0,90',21,0,0,0,0.0
Raúl Jiménez,34.20,"May 5, 1991",2011,Liguilla Clausura,3.0,0.33,0,0,115',20,0,0,0,0.0
Raúl Jiménez,34.20,"May 5, 1991",2011,Primera Apertura,6.0,0.83,1,1,418',20,1,0,0,2.0
Raúl Jiménez,34.20,"May 5, 1991",2011,Primera Clausura,9.0,1.89,1,3,395',20,0,0,0,4.0
Raúl Jiménez,34.20,"May 5, 1991",2012,Copa MX Apertura,3.0,2.0,0,3,91',21,0,0,0,3.0
Raúl Jiménez,34.20,"May 5, 1991",2012,Copa MX Clausura,2.0,1.5,0,0,180',21,0,0,0,0.0
Raúl Jiménez,34.20,"May 5, 1991",2012,Liga MX Apertura,12.0,2.08,3,1,987',21,2,0,0,4.0
Raúl Jiménez,34.20,"May 5, 1991",2012,Liga MX Clausura,17.0,1.88,8,2,1.379',21,3,0,0,10.0
Raúl Jiménez,34.20,"May 5, 1991",2012,Liguilla Apertura,4.0,1.5,1,2,358',21,0,0,0,3.0
Raúl Jiménez,34.20,"May 5, 1991",2012,Liguilla Clausura,6.0,2.17,2,1,547',21,1,0,0,3.0
Raúl Jiménez,34.20,"May 5, 1991",2013,CONCACAF Champions League,2.0,1.5,2,0,180',22,0,0,0,2.0
Raúl Jiménez,34.20,"May 5, 1991",2013,Liga MX Apertura,12.0,2.25,7,1,965',22,1,0,0,8.0
Raúl Jiménez,34.20,"May 5, 1991",2013,Liga MX Clausura,15.0,1.27,5,0,1.278',22,0,0,0,5.0
Raúl Jiménez,34.20,"May 5, 1991",2013,Liguilla Apertura,6.0,0.83,1,0,540',22,1,0,0,1.0
Raúl Jiménez,34.20,"May 5, 1991",2013,Liguilla Clausura,2.0,1.5,3,0,180',22,1,0,0,3.0
Raúl Jiménez,34.20,"May 5, 1991",2014,Champions League,1.0,3.0,0,0,54',23,1,0,0,0.0
Raúl Jiménez,34.20,"May 5, 1991",2014,Copa del Rey,4.0,1.25,0,0,192',23,0,0,0,0.0
Raúl Jiménez,34.20,"May 5, 1991",2014,LaLiga,21.0,2.14,1,2,576',23,0,0,0,3.0
Raúl Jiménez,34.20,"May 5, 1991",2014,Liga MX Apertura,4.0,3.0,4,2,243',23,0,0,0,6.0
Raúl Jiménez,34.20,"May 5, 1991",2014,Supercopa,2.0,2.0,0,0,30',23,0,0,0,0.0
Felipe Anderson,34.20,"Apr 15, 1993",2013,Coppa Italia,2,1.50,0,1,180',20,0,0,0,1.0
Felipe Anderson,34.20,"Apr 15, 1993",2013,Europa League,5,1.20,1,0,281',20,0,0,0,1.0
Felipe Anderson,34.20,"Apr 15, 1993",2013,Serie A,13,1.23,0,2,526',20,1,0,0,2.0
Felipe Anderson,34.20,"Apr 15, 1993",2014,Coppa Italia,5,2.00,1,2,435',21,1,0,0,3.0
Felipe Anderson,34.20,"Apr 15, 1993",2014,Serie A,32,1.78,10,8,2.092',21,5,0,0,18.0
Felipe Anderson,34.20,"Apr 15, 1993",2015,Champions League Qualifying,2,1.50,0,0,160',22,0,0,0,0.0
Felipe Anderson,34.20,"Apr 15, 1993",2015,Coppa Italia,2,1.50,0,0,91',22,0,0,0,0.0
Felipe Anderson,34.20,"Apr 15, 1993",2015,Europa League,7,1.71,2,1,520',22,0,0,0,3.0
Felipe Anderson,34.20,"Apr 15, 1993",2015,Serie A,35,1.40,7,4,2.065',22,2,0,0,11.0
Felipe Anderson,34.20,"Apr 15, 1993",2015,Supercoppa Italiana,1,000,0,0,88',22,0,0,0,0.0
Felipe Anderson,34.20,"Apr 15, 1993",2016,Coppa Italia,5,1.80,1,2,325',23,1,0,0,3.0
Felipe Anderson,34.20,"Apr 15, 1993",2016,Serie A,36,1.78,4,10,2.919',23,5,0,0,14.0
Felipe Anderson,34.20,"Apr 15, 1993",2012,Libertadores,4,1.50,0,0,60',19,0,0,0,0.0
Felipe Anderson,34.20,"Apr 15, 1993",2012,Recopa Sudamericana,2,2.00,0,1,92',19,0,0,0,1.0
Felipe Anderson,34.20,"Apr 15, 1993",2012,Série A,35,1.31,6,7,2.712',19,8,0,0,13.0
Felipe Anderson,34.20,"Apr 15, 1993",2013,Série A,3,0.67,0,0,77',20,0,0,0,0.0
André Silva,34.20,"Nov 6, 1995",2014,Liga Portugal 2,35,1.26,7,2,2.410',19,4,0,0,9.0
André Silva,34.20,"Nov 6, 1995",2015,Allianz Cup,3,000,0,1,259',20,0,0,0,1.0
